item_id,item_name,category,quantity,price,supplier,date_added,total_value,has_valid_date,has_valid_price
56,Mouth,Electronics,80,20.5,Supplierd,,1640.0,False,True
57,Parent,Electronics,0,0.0,Unknown,2021-10-28,0.0,True,False
58,Study,Furniture,50,0.0,Unknown,,0.0,False,False
59,Fall,Electronics,0,20.5,Supplierc,,0.0,False,True
60,Actually,Toys,45,0.0,Supplierd,2025-04-14,0.0,True,False
61,Open,Toys,48,0.0,Supplierd,,0.0,False,False
62,Drive,Furniture,0,0.0,Suppliera,,0.0,False,False
63,Use,Toys,40,0.0,Suppliera,2020-03-02,0.0,True,False
64,Forget,Electronics,0,20.5,Suppliera,2025-06-14,0.0,True,True
65,Wait,Clothing,88,428.48,Supplierd,,37706.24,False,True
66,Little,Clothing,0,0.0,Supplierd,,0.0,False,False
67,Involve,Electronics,0,59.31,Supplierc,2023-04-06,0.0,True,True
68,Teach,Clothing,94,20.5,Supplierd,2020-03-08,1927.0,True,True
69,Easy,Toys,69,0.0,Suppliera,,0.0,False,False
70,College,Groceries,0,0.0,Unknown,,0.0,False,False
71,Personal,Clothing,0,20.5,Unknown,,0.0,False,True
72,Skill,Clothing,0,20.5,Suppliera,2022-09-01,0.0,True,True
73,Close,Furniture,0,20.5,Supplierc,2020-01-12,0.0,True,True
74,Company,Clothing,0,339.45,Supplierb,2025-04-04,0.0,True,True
75,Position,Toys,84,20.5,Supplierd,2022-05-08,1722.0,True,True
76,Happy,Furniture,0,0.0,Suppliera,2025-05-02,0.0,True,False
77,Crime,Furniture,31,296.43,Supplierc,,9189.33,False,True
78,Lawyer,Furniture,0,20.5,Supplierd,,0.0,False,True
79,Produce,Toys,0,20.5,Supplierb,,0.0,False,True
80,Of,Groceries,0,20.5,Supplierb,2024-09-16,0.0,True,True
81,Arrive,Furniture,60,20.5,Supplierb,,1230.0,False,True
82,Time,Toys,0,20.5,Supplierb,,0.0,False,True
83,Morning,Groceries,93,483.11,Supplierd,2022-11-18,44929.23,True,True
84,Hospital,Furniture,2,0.0,Supplierc,2022-04-03,0.0,True,False
85,Example,Toys,0,0.0,Supplierb,,0.0,False,False
86,Check,Electronics,0,0.0,Supplierd,2022-11-28,0.0,True,False
87,You,Groceries,89,0.0,Suppliera,,0.0,False,False
88,Safe,Groceries,0,351.48,Suppliera,,0.0,False,True
89,Year,Electronics,0,20.5,Unknown,2021-09-21,0.0,True,True
90,When,Electronics,67,20.5,Suppliera,2024-12-04,1373.5,True,True
91,Soldier,Electronics,0,0.0,Suppliera,,0.0,False,False
92,In,Furniture,0,188.09,Supplierb,,0.0,False,True
93,Off,Electronics,10,120.48,Supplierd,,1204.8,False,True
94,Four,Toys,86,0.0,Unknown,,0.0,False,False
95,Admit,Furniture,47,20.5,Supplierc,,963.5,False,True
96,Room,Toys,0,406.22,Unknown,,0.0,False,True
97,Central,Clothing,0,20.5,Supplierc,,0.0,False,True
98,In,Toys,55,0.0,Supplierc,2024-01-24,0.0,True,False
99,By,Electronics,0,0.0,Suppliera,,0.0,False,False
100,Drop,Furniture,16,0.0,Supplierb,,0.0,False,False
101,Mouth,Clothing,60,0.0,Unknown,,0.0,False,False
102,Dinner,Toys,0,0.0,Suppliera,,0.0,False,False
103,Anyone,Electronics,50,0.0,Suppliera,,0.0,False,False
104,His,Toys,72,296.01,Supplierd,,21312.72,False,True
105,Amount,Furniture,0,20.5,Supplierb,,0.0,False,True
106,Should,Clothing,0,0.0,Suppliera,2020-12-24,0.0,True,False
107,Page,Electronics,0,20.5,Unknown,,0.0,False,True
108,Change,Groceries,0,0.0,Suppliera,,0.0,False,False
109,Attack,Electronics,0,20.5,Suppliera,,0.0,False,True
110,Big,Clothing,83,388.34,Supplierd,2021-03-10,32232.22,True,True
111,Save,Groceries,12,20.5,Supplierc,,246.0,False,True
112,Keep,Toys,0,13.64,Supplierd,,0.0,False,True
113,Star,Electronics,0,0.0,Supplierc,2022-09-14,0.0,True,False
114,Outside,Furniture,0,0.0,Supplierd,2024-01-17,0.0,True,False
115,Chance,Toys,0,0.0,Supplierc,,0.0,False,False
116,They,Clothing,0,0.0,Supplierc,,0.0,False,False
117,Full,Toys,0,20.5,Supplierd,2022-05-12,0.0,True,True
118,Region,Toys,0,0.0,Unknown,2023-06-24,0.0,True,False
119,New,Toys,70,0.0,Supplierd,,0.0,False,False
120,Treat,Groceries,0,20.5,Supplierb,2020-04-13,0.0,True,True
121,Argue,Groceries,0,20.5,Supplierc,,0.0,False,True
122,Affect,Clothing,26,20.5,Unknown,,533.0,False,True
123,Middle,Electronics,0,20.5,Unknown,,0.0,False,True
124,Air,Clothing,82,0.0,Supplierb,,0.0,False,False
125,Born,Groceries,0,0.0,Supplierb,,0.0,False,False
126,Success,Furniture,0,0.0,Unknown,,0.0,False,False
127,Happen,Electronics,0,182.6,Supplierb,,0.0,False,True
128,Drug,Toys,0,0.0,Supplierc,,0.0,False,False
129,Power,Electronics,0,160.0,Supplierd,,0.0,False,True
130,Later,Furniture,0,0.0,Supplierc,,0.0,False,False
131,Head,Clothing,90,0.0,Supplierc,,0.0,False,False
132,Word,Groceries,0,20.5,Supplierc,,0.0,False,True
133,Answer,Electronics,0,12.03,Suppliera,,0.0,False,True
134,Citizen,Electronics,0,0.0,Supplierd,,0.0,False,False
135,Green,Groceries,85,0.0,Supplierb,,0.0,False,False
136,Foreign,Furniture,0,20.5,Unknown,2022-05-25,0.0,True,True
137,Him,Toys,0,0.0,Supplierc,,0.0,False,False
138,Pretty,Toys,0,0.0,Supplierc,2024-03-20,0.0,True,False
139,Provide,Toys,0,0.0,Unknown,2025-03-30,0.0,True,False
140,Approach,Toys,71,161.38,Supplierc,2024-11-26,11457.98,True,True
141,Training,Toys,0,0.0,Supplierd,,0.0,False,False
142,Traditional,Groceries,0,20.5,Supplierd,,0.0,False,True
143,Lose,Electronics,0,102.88,Supplierc,,0.0,False,True
144,Form,Clothing,61,0.0,Supplierc,2021-10-30,0.0,True,False
145,Program,Clothing,0,439.88,Supplierc,2023-05-06,0.0,True,True
146,Watch,Electronics,0,124.16,Supplierb,,0.0,False,True
147,Several,Groceries,76,408.46,Suppliera,2022-03-24,31042.96,True,True
148,Ten,Toys,86,102.78,Supplierc,,8839.08,False,True
149,Case,Furniture,52,0.0,Supplierb,2023-06-12,0.0,True,False
150,Follow,Furniture,0,169.26,Supplierd,,0.0,False,True
151,Grow,Furniture,0,0.0,Supplierb,,0.0,False,False
152,Place,Electronics,60,267.53,Suppliera,2020-07-26,16051.8,True,True
153,Result,Toys,0,0.0,Supplierb,,0.0,False,False
154,Authority,Electronics,0,0.0,Unknown,,0.0,False,False
155,Field,Furniture,0,421.24,Unknown,,0.0,False,True
156,Beyond,Furniture,60,20.5,Suppliera,,1230.0,False,True
157,Focus,Furniture,0,352.97,Suppliera,,0.0,False,True
158,Loss,Clothing,97,0.0,Supplierc,,0.0,False,False
159,Out,Clothing,0,0.0,Supplierd,,0.0,False,False
160,Soldier,Clothing,75,0.0,Supplierd,,0.0,False,False
161,Administration,Toys,0,0.0,Supplierb,,0.0,False,False
162,Decade,Clothing,0,464.08,Suppliera,,0.0,False,True
163,Ago,Furniture,76,20.5,Suppliera,,1558.0,False,True
164,House,Toys,26,70.33,Supplierc,,1828.58,False,True
165,Herself,Electronics,97,0.0,Suppliera,2025-02-15,0.0,True,False
166,Interesting,Electronics,0,0.0,Unknown,,0.0,False,False
167,Opportunity,Groceries,0,0.0,Supplierb,2023-01-06,0.0,True,False
168,Material,Toys,0,20.5,Supplierc,2025-12-21,0.0,True,True
169,Mouth,Toys,51,20.5,Supplierc,,1045.5,False,True
170,Good,Groceries,2,0.0,Supplierd,,0.0,False,False
171,Necessary,Furniture,0,0.0,Supplierc,,0.0,False,False
172,Class,Groceries,9,495.33,Supplierb,,4457.97,False,True
173,Blue,Electronics,0,20.5,Suppliera,2020-07-03,0.0,True,True
174,Former,Furniture,0,0.0,Supplierb,,0.0,False,False
175,Skin,Groceries,0,0.0,Supplierc,,0.0,False,False
176,All,Electronics,0,0.0,Supplierd,,0.0,False,False
177,Cut,Electronics,99,0.0,Supplierc,,0.0,False,False
178,Dog,Groceries,0,389.85,Unknown,,0.0,False,True
179,Expect,Groceries,0,0.0,Supplierb,,0.0,False,False
180,Last,Toys,0,0.0,Suppliera,,0.0,False,False
181,Evidence,Groceries,0,20.5,Unknown,,0.0,False,True
182,Machine,Furniture,0,20.5,Supplierc,,0.0,False,True
183,Star,Electronics,0,0.0,Supplierc,,0.0,False,False
184,Generation,Clothing,0,308.15,Supplierb,2022-02-06,0.0,True,True
185,Within,Electronics,39,0.0,Supplierd,,0.0,False,False
186,Around,Furniture,0,0.0,Supplierc,,0.0,False,False
187,Tv,Clothing,95,20.5,Supplierb,,1947.5,False,True
188,Such,Electronics,0,20.5,Supplierc,,0.0,False,True
189,Choose,Toys,68,0.0,Supplierc,,0.0,False,False
190,Director,Furniture,0,0.0,Unknown,,0.0,False,False
191,Writer,Clothing,0,0.0,Unknown,2020-02-15,0.0,True,False
192,Suggest,Clothing,0,0.0,Supplierc,,0.0,False,False
193,Amount,Toys,75,0.0,Unknown,,0.0,False,False
194,Research,Groceries,48,0.0,Supplierb,2023-09-08,0.0,True,False
195,Total,Groceries,95,20.5,Unknown,,1947.5,False,True
196,Miss,Groceries,0,0.0,Suppliera,2020-04-10,0.0,True,False
197,Front,Groceries,0,0.0,Unknown,,0.0,False,False
198,Game,Electronics,60,432.2,Supplierc,,25932.0,False,True
199,Month,Groceries,0,0.0,Unknown,,0.0,False,False
200,On,Clothing,73,107.57,Unknown,2023-12-12,7852.61,True,True
201,Data,Clothing,97,0.0,Suppliera,,0.0,False,False
202,Fast,Groceries,0,20.5,Unknown,,0.0,False,True
203,Sea,Toys,0,0.0,Unknown,2024-07-25,0.0,True,False
204,Loss,Clothing,0,20.5,Unknown,,0.0,False,True
205,Red,Groceries,0,55.33,Unknown,,0.0,False,True
206,Strategy,Groceries,0,160.93,Supplierd,2021-10-14,0.0,True,True
207,Second,Furniture,0,215.79,Supplierc,,0.0,False,True
208,Bill,Clothing,0,0.0,Unknown,2025-06-13,0.0,True,False
209,Rise,Clothing,0,350.22,Supplierc,2024-06-27,0.0,True,True
210,Establish,Clothing,0,20.5,Supplierd,,0.0,False,True
211,Teach,Toys,0,365.13,Suppliera,,0.0,False,True
212,Local,Clothing,74,0.0,Supplierb,2025-07-09,0.0,True,False
213,Under,Groceries,45,0.0,Unknown,,0.0,False,False
214,Information,Toys,0,0.0,Supplierb,,0.0,False,False
215,Little,Clothing,0,0.0,Supplierb,,0.0,False,False
216,Hundred,Groceries,0,118.45,Supplierb,2020-03-31,0.0,True,True
217,Campaign,Groceries,0,0.0,Supplierb,,0.0,False,False
218,Child,Electronics,0,20.5,Supplierc,,0.0,False,True
219,Discuss,Toys,0,0.0,Supplierc,2022-07-31,0.0,True,False
220,Onto,Electronics,0,292.14,Supplierd,2025-07-14,0.0,True,True
221,Serious,Electronics,0,0.0,Unknown,,0.0,False,False
222,Able,Groceries,0,0.0,Suppliera,,0.0,False,False
223,Cover,Electronics,0,0.0,Supplierd,,0.0,False,False
224,Point,Furniture,68,0.0,Supplierc,,0.0,False,False
225,General,Furniture,0,20.5,Supplierb,2020-02-19,0.0,True,True
226,Box,Toys,0,20.5,Supplierb,,0.0,False,True
227,Somebody,Electronics,0,20.5,Unknown,,0.0,False,True
228,Moment,Toys,35,20.5,Supplierb,,717.5,False,True
229,Bank,Groceries,0,20.5,Suppliera,2025-04-28,0.0,True,True
230,Bit,Electronics,30,125.04,Supplierb,2022-04-16,3751.2,True,True
231,Into,Electronics,0,20.5,Supplierd,,0.0,False,True
232,Nearly,Groceries,0,0.0,Unknown,,0.0,False,False
233,Dream,Clothing,0,20.5,Supplierb,2023-08-28,0.0,True,True
234,On,Electronics,0,0.0,Unknown,,0.0,False,False
235,From,Furniture,0,20.5,Suppliera,,0.0,False,True
236,So,Electronics,0,20.5,Unknown,,0.0,False,True
237,Child,Clothing,55,0.0,Supplierc,,0.0,False,False
238,From,Furniture,0,20.5,Supplierb,2021-04-17,0.0,True,True
239,However,Clothing,91,0.0,Supplierb,2024-09-28,0.0,True,False
240,Material,Furniture,46,20.5,Supplierb,2024-02-24,943.0,True,True
241,Day,Toys,20,0.0,Supplierc,,0.0,False,False
242,However,Electronics,39,0.0,Supplierd,,0.0,False,False
243,Culture,Clothing,0,55.95,Supplierd,,0.0,False,True
244,Pattern,Furniture,0,0.0,Unknown,,0.0,False,False
245,Good,Clothing,0,0.0,Supplierd,,0.0,False,False
246,Receive,Electronics,0,0.0,Supplierd,,0.0,False,False
247,Expect,Groceries,65,20.5,Supplierd,,1332.5,False,True
248,Along,Groceries,80,0.0,Unknown,,0.0,False,False
249,Next,Groceries,29,0.0,Supplierb,,0.0,False,False
250,Protect,Toys,27,20.5,Unknown,,553.5,False,True
251,Purpose,Toys,59,0.0,Supplierb,,0.0,False,False
252,Parent,Electronics,0,0.0,Suppliera,,0.0,False,False
253,City,Groceries,0,20.5,Unknown,,0.0,False,True
254,Back,Groceries,0,0.0,Unknown,,0.0,False,False
255,Our,Clothing,0,20.5,Supplierd,,0.0,False,True
256,Term,Clothing,0,0.0,Unknown,2022-04-11,0.0,True,False
257,Political,Furniture,0,0.0,Unknown,2020-09-20,0.0,True,False
258,Sell,Clothing,4,0.0,Supplierb,,0.0,False,False
259,President,Clothing,0,0.0,Unknown,,0.0,False,False
260,True,Toys,0,60.11,Supplierc,,0.0,False,True
261,Down,Electronics,0,0.0,Supplierc,,0.0,False,False
262,Floor,Groceries,0,0.0,Supplierc,,0.0,False,False
263,Method,Toys,12,0.0,Supplierb,,0.0,False,False
264,Rest,Clothing,51,0.0,Unknown,2023-11-05,0.0,True,False
265,Economy,Toys,0,0.0,Supplierd,,0.0,False,False
266,Wear,Toys,0,20.5,Unknown,,0.0,False,True
267,About,Clothing,0,0.0,Unknown,,0.0,False,False
268,Stop,Clothing,0,20.5,Suppliera,2020-01-26,0.0,True,True
269,Throughout,Toys,0,0.0,Supplierc,2022-04-25,0.0,True,False
270,Carry,Clothing,0,0.0,Supplierd,,0.0,False,False
271,Grow,Clothing,89,0.0,Supplierb,2020-12-17,0.0,True,False
272,Answer,Electronics,85,20.5,Unknown,,1742.5,False,True
273,Imagine,Groceries,0,20.5,Suppliera,2021-12-30,0.0,True,True
274,Plant,Groceries,0,20.5,Supplierb,,0.0,False,True
275,Create,Groceries,100,20.5,Suppliera,,2050.0,False,True
276,Run,Electronics,0,20.5,Unknown,,0.0,False,True
277,Idea,Electronics,0,0.0,Suppliera,,0.0,False,False
278,Prevent,Clothing,0,3.52,Supplierb,,0.0,False,True
279,Human,Furniture,0,0.0,Supplierb,2024-10-17,0.0,True,False
280,Set,Clothing,0,0.0,Suppliera,,0.0,False,False
281,Particular,Electronics,0,402.54,Supplierd,2024-11-30,0.0,True,True
282,Ball,Toys,0,487.36,Supplierc,2025-01-28,0.0,True,True
283,Hold,Clothing,0,0.0,Supplierb,,0.0,False,False
284,Thing,Toys,0,0.0,Suppliera,,0.0,False,False
285,If,Clothing,28,0.0,Supplierd,,0.0,False,False
286,Rule,Clothing,0,0.0,Unknown,2024-01-19,0.0,True,False
287,Chair,Clothing,0,20.5,Supplierd,,0.0,False,True
288,Beautiful,Toys,0,0.0,Supplierb,2020-04-13,0.0,True,False
289,Year,Electronics,0,0.0,Suppliera,,0.0,False,False
290,Amount,Groceries,0,0.0,Unknown,2023-12-20,0.0,True,False
291,Tv,Groceries,8,0.0,Suppliera,,0.0,False,False
292,Operation,Groceries,0,20.5,Suppliera,2024-05-25,0.0,True,True
293,Customer,Toys,89,0.0,Unknown,2023-12-03,0.0,True,False
294,Sell,Groceries,54,0.0,Unknown,,0.0,False,False
295,His,Groceries,5,0.0,Suppliera,,0.0,False,False
296,It,Electronics,1,0.0,Supplierc,,0.0,False,False
297,Among,Electronics,48,20.5,Supplierc,2024-02-02,984.0,True,True
298,Imagine,Clothing,0,20.5,Suppliera,,0.0,False,True
299,Five,Clothing,0,339.52,Supplierc,2021-03-31,0.0,True,True
300,Past,Toys,0,0.0,Supplierc,2025-11-26,0.0,True,False
301,Approach,Furniture,0,0.0,Supplierb,,0.0,False,False
302,Although,Furniture,0,180.86,Supplierb,,0.0,False,True
303,According,Toys,0,89.77,Suppliera,2023-01-29,0.0,True,True
304,Begin,Electronics,0,326.44,Supplierd,,0.0,False,True
305,Themselves,Toys,0,0.0,Suppliera,2022-01-26,0.0,True,False
306,Hit,Groceries,0,0.0,Suppliera,,0.0,False,False
307,Watch,Toys,7,20.5,Supplierd,,143.5,False,True
308,Join,Toys,38,365.03,Supplierb,,13871.14,False,True
309,Science,Groceries,61,0.0,Supplierb,,0.0,False,False
310,Education,Furniture,95,20.5,Supplierd,,1947.5,False,True
311,Professional,Electronics,34,320.02,Supplierb,,10880.68,False,True
312,Too,Groceries,0,0.0,Suppliera,2021-10-05,0.0,True,False
313,Ahead,Clothing,0,0.0,Supplierc,,0.0,False,False
314,Candidate,Clothing,0,336.0,Supplierd,,0.0,False,True
315,Remember,Furniture,0,0.0,Supplierd,,0.0,False,False
316,Arrive,Groceries,53,0.0,Supplierc,,0.0,False,False
317,Language,Clothing,80,0.0,Unknown,2024-09-30,0.0,True,False
318,Performance,Furniture,0,20.5,Supplierc,2024-11-07,0.0,True,True
319,Nearly,Furniture,88,461.99,Supplierc,,40655.12,False,True
320,Job,Groceries,0,20.5,Unknown,,0.0,False,True
321,Blue,Groceries,0,0.0,Supplierc,,0.0,False,False
322,Year,Groceries,0,0.0,Supplierd,,0.0,False,False
323,Yes,Furniture,82,0.0,Supplierd,,0.0,False,False
324,Give,Clothing,0,20.5,Supplierd,,0.0,False,True
325,Must,Furniture,0,0.0,Supplierd,,0.0,False,False
326,Service,Toys,87,0.0,Unknown,,0.0,False,False
327,I,Groceries,0,20.5,Unknown,,0.0,False,True
328,Science,Toys,0,0.0,Supplierb,2024-03-27,0.0,True,False
329,Source,Furniture,76,20.5,Unknown,,1558.0,False,True
330,Trial,Clothing,0,0.0,Suppliera,,0.0,False,False
331,Seem,Clothing,0,0.0,Unknown,,0.0,False,False
332,Culture,Groceries,0,0.0,Unknown,2024-11-23,0.0,True,False
333,Enter,Electronics,15,20.5,Supplierb,2023-04-07,307.5,True,True
334,Pass,Furniture,0,0.0,Supplierb,,0.0,False,False
335,Future,Electronics,33,20.5,Supplierd,2022-01-29,676.5,True,True
336,Next,Toys,0,20.5,Supplierb,,0.0,False,True
337,Generation,Furniture,70,0.0,Supplierd,,0.0,False,False
338,Court,Electronics,61,20.5,Unknown,,1250.5,False,True
339,Fine,Toys,0,27.7,Suppliera,,0.0,False,True
340,Research,Electronics,27,20.5,Suppliera,,553.5,False,True
341,Protect,Toys,0,0.0,Supplierb,2026-01-03,0.0,True,False
342,Clearly,Groceries,0,0.0,Supplierd,2023-12-25,0.0,True,False
343,Question,Toys,0,20.5,Unknown,,0.0,False,True
344,Real,Electronics,65,0.0,Suppliera,2022-08-24,0.0,True,False
345,,Groceries,0,338.5,Supplierd,,0.0,False,True
346,Human,Groceries,0,0.0,Supplierb,,0.0,False,False
347,Will,Electronics,0,0.0,Supplierc,,0.0,False,False
348,Someone,Toys,0,180.82,Unknown,2025-09-12,0.0,True,True
349,Position,Groceries,0,0.0,Supplierd,,0.0,False,False
350,Much,Electronics,0,404.37,Supplierb,2020-01-19,0.0,True,True
351,Collection,Furniture,0,0.0,Supplierd,,0.0,False,False
352,Authority,Groceries,0,174.65,Supplierc,2020-02-22,0.0,True,True
353,Style,Clothing,0,367.3,Supplierd,,0.0,False,True
354,Accept,Clothing,0,20.5,Supplierd,,0.0,False,True
355,Month,Groceries,0,20.5,Supplierd,,0.0,False,True
356,Radio,Electronics,0,409.29,Unknown,,0.0,False,True
357,Decade,Electronics,0,366.21,Suppliera,,0.0,False,True
358,Thing,Toys,0,0.0,Supplierb,2021-02-18,0.0,True,False
359,Couple,Groceries,0,0.0,Supplierb,2023-05-31,0.0,True,False
360,For,Toys,52,0.0,Suppliera,2024-06-05,0.0,True,False
361,Outside,Clothing,0,20.5,Supplierb,,0.0,False,True
362,Stay,Groceries,30,263.32,Supplierc,2025-08-15,7899.6,True,True
363,Dog,Electronics,0,0.0,Supplierb,,0.0,False,False
364,Part,Clothing,14,0.0,Supplierb,,0.0,False,False
365,Now,Clothing,95,0.0,Supplierd,2024-07-18,0.0,True,False
366,Job,Groceries,23,20.5,Supplierc,,471.5,False,True
367,Dog,Clothing,31,20.5,Suppliera,2020-04-17,635.5,True,True
368,Respond,Groceries,28,0.0,Supplierd,,0.0,False,False
369,Across,Clothing,8,464.09,Suppliera,2021-10-04,3712.72,True,True
370,True,Furniture,0,0.0,Supplierc,,0.0,False,False
371,Identify,Electronics,0,156.54,Supplierb,,0.0,False,True
372,Drug,Toys,0,0.0,Supplierb,,0.0,False,False
373,Religious,Electronics,73,0.0,Unknown,,0.0,False,False
374,Real,Groceries,69,0.0,Supplierc,,0.0,False,False
375,Today,Groceries,66,0.0,Unknown,,0.0,False,False
376,Pull,Electronics,0,20.5,Suppliera,,0.0,False,True
377,Anything,Toys,0,0.0,Unknown,,0.0,False,False
378,Career,Groceries,0,20.5,Supplierb,2021-02-05,0.0,True,True
379,Say,Toys,97,347.75,Supplierb,2020-10-27,33731.75,True,True
380,State,Groceries,0,0.0,Unknown,2025-03-13,0.0,True,False
381,Fear,Groceries,0,0.0,Supplierb,,0.0,False,False
382,So,Electronics,0,0.0,Supplierd,,0.0,False,False
383,Herself,Toys,0,83.97,Suppliera,2023-09-16,0.0,True,True
384,Western,Toys,31,20.5,Supplierd,2021-03-07,635.5,True,True
385,Lawyer,Electronics,0,0.0,Supplierc,,0.0,False,False
386,American,Toys,54,0.0,Supplierd,,0.0,False,False
387,Student,Electronics,18,20.5,Supplierd,,369.0,False,True
388,Bank,Groceries,0,388.46,Supplierd,,0.0,False,True
389,Listen,Clothing,0,0.0,Supplierb,,0.0,False,False
390,Issue,Clothing,0,20.5,Suppliera,,0.0,False,True
391,Sure,Furniture,0,0.0,Suppliera,,0.0,False,False
392,Space,Furniture,0,0.0,Suppliera,,0.0,False,False
393,Describe,Furniture,0,328.69,Supplierd,,0.0,False,True
394,Center,Toys,50,78.58,Suppliera,,3929.0,False,True
395,She,Clothing,0,0.0,Supplierb,2024-10-03,0.0,True,False
396,Clear,Furniture,0,20.5,Supplierc,2024-06-28,0.0,True,True
397,Get,Toys,0,102.7,Supplierb,2022-03-31,0.0,True,True
398,Adult,Clothing,100,0.0,Supplierc,,0.0,False,False
399,Alone,Electronics,0,20.5,Supplierb,,0.0,False,True
400,Form,Groceries,0,0.0,Suppliera,,0.0,False,False
401,Young,Electronics,0,20.5,Supplierd,2022-09-20,0.0,True,True
402,Wind,Groceries,0,217.65,Supplierd,,0.0,False,True
403,Environment,Electronics,0,223.38,Suppliera,2023-03-26,0.0,True,True
404,Late,Furniture,47,0.0,Unknown,2021-03-19,0.0,True,False
405,Eye,Electronics,0,20.5,Unknown,,0.0,False,True
406,Choice,Toys,0,25.31,Suppliera,,0.0,False,True
407,Newspaper,Groceries,0,0.0,Suppliera,,0.0,False,False
408,Require,Clothing,0,20.5,Suppliera,2020-10-16,0.0,True,True
409,Too,Furniture,0,0.0,Suppliera,,0.0,False,False
410,Within,Clothing,89,312.19,Supplierb,,27784.91,False,True
411,Animal,Clothing,0,20.5,Suppliera,2022-11-30,0.0,True,True
412,Know,Clothing,0,0.0,Unknown,2024-04-19,0.0,True,False
413,Population,Furniture,0,20.5,Suppliera,,0.0,False,True
414,Edge,Clothing,82,0.0,Supplierc,2024-04-17,0.0,True,False
415,Long,Clothing,73,331.69,Suppliera,2025-07-03,24213.37,True,True
416,Improve,Electronics,43,20.5,Unknown,2023-01-25,881.5,True,True
417,Institution,Electronics,0,0.0,Suppliera,,0.0,False,False
418,Design,Furniture,40,126.49,Suppliera,,5059.6,False,True
